Puntaje estudiante;;;;;;;;;;Municipio estudiante;;;Departamento estudiante;
Puntaje total;ESTU_CONSECUTIVO;PUNT_LENGUAJE;PUNT_MATEMATICAS;PUNT_C_SOCIALES;PUNT_FILOSOFIA;PUNT_BIOLOGIA;PUNT_QUIMICA;PUNT_FISICA;PUNT_INGLES;CODIGO;ESTU_RESIDE_MCPIO;;CODIGO;DEPARTAMENTO
404;SABER1120121019262;41;54;55;48;51;54;50;51;;;;;
461;SABER1120121019263;57;51;60;44;56;59;62;72;;;;;
419;SABER1120121019264;54;46;49;45;47;55;63;60;;;;;
429;SABER1120121019265;52;48;60;60;59;56;38;56;;;;;
335;SABER1120121019266;54;34;41;38;40;48;37;43;;;;;
385;SABER1120121019267;48;49;46;41;51;45;62;43;;;;;
561;SABER1120121019268;63;75;60;77;61;70;72;83;;;;;
479;SABER1120121019269;61;60;57;46;60;58;62;75;;;;;
456;SABER1120121019270;59;59;52;63;61;45;54;63;;;;;
415;SABER1120121019271;52;37;51;50;51;59;54;61;;;;;
379;SABER1120121019272;65;40;51;41;47;44;49;42;;;;;
484;SABER1120121019273;61;75;52;32;68;65;54;77;;;;;
427;SABER1120121019274;50;54;49;50;51;44;54;75;;;;;
310;SABER1120121019275;48;46;38;26;46;43;32;31;;;;;
373;SABER1120121019276;48;41;49;43;51;52;46;43;;;;;
345;SABER1120121019277;52;40;42;32;49;48;39;43;;;;;
399;SABER1120121019278;44;60;49;38;58;53;57;40;;;;;
283;SABER1120121019279;44;33;44;29;36;32;32;33;;;;;
273;SABER1120121019280;39;9;51;31;39;35;52;17;;;;;
371;SABER1120121019281;50;49;52;42;53;35;51;39;;;;;
371;SABER1120121019282;61;43;44;43;49;47;32;52;;;;;
329;SABER1120121019283;54;47;36;43;53;32;24;40;;;;;
417;SABER1120121019284;52;40;54;45;54;59;63;50;;;;;
341;SABER1120121019285;44;54;47;32;44;41;36;43;;;;;
338;SABER1120121019286;46;40;38;36;45;44;49;40;;;;;
301;SABER1120121019287;44;37;34;32;33;45;45;31;;;;;
387;SABER1120121019288;59;52;49;35;49;46;51;46;;;;;
311;SABER1120121019289;41;46;47;29;46;36;33;33;;;;;
262;SABER1120121019290;35;37;28;35;39;32;16;40;;;;;
382;SABER1120121019291;48;44;57;41;51;44;54;43;;;;;
325;SABER1120121019292;54;25;48;43;40;35;37;43;;;;;
437;SABER1120121019293;54;65;53;46;53;62;57;47;;;;;
338;SABER1120121019294;50;33;40;37;46;39;48;45;;;;;
470;SABER1120121019295;63;69;60;53;60;58;57;50;;;;;
336;SABER1120121019296;46;49;45;39;39;42;33;43;;;;;
366;SABER1120121019297;54;46;53;42;39;50;39;43;;;;;
314;SABER1120121019298;50;37;45;34;42;47;24;35;;;;;
286;SABER1120121019299;27;37;38;31;33;41;42;37;;;;;
376;SABER1120121019300;48;49;50;33;34;50;66;46;;;;;
369;SABER1120121019301;52;41;49;48;49;48;40;42;;;;;
307;SABER1120121019302;46;46;40;26;39;35;32;43;;;;;
317;SABER1120121019303;50;33;38;35;44;37;32;48;;;;;
338;SABER1120121019304;46;46;44;44;42;50;23;43;;;;;
359;SABER1120121019305;44;44;55;33;45;42;54;42;;;;;
304;SABER1120121019306;44;30;36;23;47;38;43;43;;;;;
454;SABER1120121019307;61;59;54;53;53;44;62;68;;;;;
331;SABER1120121019308;41;49;41;37;39;40;47;37;;;;;
334;SABER1120121019309;50;46;48;33;30;40;52;35;;;;;
365;SABER1120121019310;59;40;40;30;45;44;52;55;;;;;
289;SABER1120121019311;39;52;31;32;30;36;29;40;;;;;
372;SABER1120121019312;50;51;47;39;48;38;52;47;;;;;
492;SABER1120121019313;61;63;57;45;54;55;57;100;;;;;
297;SABER1120121019314;44;37;36;29;34;36;44;37;;;;;
333;SABER1120121019315;50;43;40;33;51;42;37;37;;;;;
354;SABER1120121019316;46;47;46;36;45;48;46;40;;;;;
389;SABER1120121019317;52;46;45;37;48;49;49;63;;;;;
289;SABER1120121019318;32;44;36;36;42;42;17;40;;;;;
417;SABER1120121019319;52;65;50;27;54;45;63;61;;;;;
358;SABER1120121019320;50;46;47;43;46;45;42;39;;;;;
332;SABER1120121019321;48;34;42;36;47;40;43;42;;;;;
341;SABER1120121019322;54;43;44;27;45;32;40;56;;;;;
305;SABER1120121019323;41;30;44;43;45;32;33;37;;;;;
345;SABER1120121019324;41;46;44;30;42;42;52;48;;;;;
422;SABER1120121019325;57;43;44;45;54;52;52;75;;;;;
311;SABER1120121019326;39;43;38;41;37;40;36;37;;;;;
290;SABER1120121019327;38;40;34;45;26;38;40;29;;;;;
333;SABER1120121019328;41;43;51;32;44;50;39;33;;;;;
280;SABER1120121019329;41;33;40;30;30;29;37;40;;;;;
412;SABER1120121019330;54;49;55;41;51;45;47;70;;;;;
529;SABER1120121019331;71;79;58;65;63;58;60;75;;;;;
429;SABER1120121019332;46;63;42;53;49;54;50;72;;;;;
479;SABER1120121019333;52;71;65;50;51;57;63;70;;;;;
437;SABER1120121019334;46;71;51;33;54;59;66;57;;;;;
548;SABER1120121019335;56;101;53;54;61;66;65;92;;;;;
537;SABER1120121019336;59;84;60;83;57;58;68;68;;;;;
525;SABER1120121019337;52;101;53;53;55;60;68;83;;;;;
546;SABER1120121019338;63;75;56;66;66;59;65;96;;;;;
544;SABER1120121019339;56;72;60;67;69;66;66;88;;;;;
480;SABER1120121019340;59;66;55;50;58;59;63;70;;;;;
333;SABER1120121019341;44;37;44;32;48;49;39;40;;;;;
295;SABER1120121019342;41;34;42;40;44;43;28;23;;;;;
326;SABER1120121019343;41;40;42;36;46;39;42;40;;;;;
372;SABER1120121019344;59;57;52;26;51;45;42;40;;;;;
369;SABER1120121019345;52;40;44;46;53;45;32;57;;;;;
326;SABER1120121019346;48;46;33;40;39;45;28;47;;;;;
367;SABER1120121019347;50;43;50;39;42;52;49;42;;;;;
389;SABER1120121019348;56;54;49;48;55;45;49;33;;;;;
490;SABER1120121019349;66;44;65;64;60;54;57;80;;;;;
434;SABER1120121019350;54;54;60;50;56;48;57;55;;;;;
381;SABER1120121019351;59;49;54;39;51;47;39;43;;;;;
365;SABER1120121019352;48;41;39;41;42;54;49;51;;;;;
400;SABER1120121019353;52;55;53;46;55;44;42;53;;;;;
419;SABER1120121019354;52;51;44;41;51;61;63;56;;;;;
540;SABER1120121019355;65;79;60;63;66;66;66;75;;;;;
433;SABER1120121019356;63;59;50;43;46;56;69;47;;;;;
333;SABER1120121019357;48;43;38;36;37;48;46;37;;;;;
415;SABER1120121019358;61;52;49;39;57;50;57;50;;;;;
493;SABER1120121019359;68;60;58;48;58;62;69;70;;;;;
366;SABER1120121019360;52;51;48;39;48;47;36;45;;;;;
338;SABER1120121019361;50;41;42;39;37;47;39;43;;;;;
362;SABER1120121019362;44;57;40;26;49;46;54;46;;;;;
347;SABER1120121019363;41;46;44;35;42;48;54;37;;;;;
406;SABER1120121019364;56;57;44;48;44;58;47;52;;;;;
383;SABER1120121019365;59;40;52;50;42;50;29;61;;;;;
428;SABER1120121019366;50;57;51;54;51;51;54;60;;;;;
374;SABER1120121019367;48;43;54;32;49;51;54;43;;;;;
424;SABER1120121019368;61;54;49;45;61;55;57;42;;;;;
503;SABER1120121019369;57;62;66;57;69;61;63;68;;;;;
347;SABER1120121019370;46;37;47;39;44;49;33;52;;;;;
337;SABER1120121019371;50;40;44;39;51;32;44;37;;;;;
397;SABER1120121019372;59;52;49;41;48;56;49;43;;;;;
439;SABER1120121019373;63;52;64;44;46;53;65;52;;;;;
407;SABER1120121019374;63;44;48;50;44;54;52;52;;;;;
414;SABER1120121019375;56;49;46;48;46;54;54;61;;;;;
471;SABER1120121019376;61;68;58;48;62;60;49;65;;;;;
421;SABER1120121019377;46;57;53;54;49;53;62;47;;;;;
335;SABER1120121019378;46;44;36;36;46;45;42;40;;;;;
325;SABER1120121019379;44;46;42;33;37;44;37;42;;;;;
314;SABER1120121019380;41;49;31;36;45;44;29;39;;;;;
313;SABER1120121019381;48;24;49;37;39;40;33;43;;;;;
326;SABER1120121019382;50;30;47;31;33;50;42;43;;;;;
386;SABER1120121019383;52;55;49;48;51;48;43;40;;;;;
462;SABER1120121019384;54;65;58;48;56;57;63;61;;;;;
476;SABER1120121019385;50;65;48;47;66;55;65;80;;;;;
443;SABER1120121019386;54;49;53;58;60;49;57;63;;;;;
490;SABER1120121019387;59;54;58;53;68;58;57;83;;;;;
391;SABER1120121019388;57;37;51;41;46;58;49;52;;;;;
444;SABER1120121019389;54;51;56;40;56;51;59;77;;;;;
455;SABER1120121019390;57;65;55;43;46;56;50;83;;;;;
419;SABER1120121019391;59;46;60;48;44;60;42;60;;;;;
440;SABER1120121019392;59;46;54;57;53;46;48;77;;;;;
373;SABER1120121019393;50;49;42;43;46;54;33;56;;;;;
424;SABER1120121019394;57;46;55;55;54;52;49;56;;;;;
539;SABER1120121019395;61;65;62;67;66;63;72;83;;;;;
335;SABER1120121019396;54;43;40;30;49;40;37;42;;;;;
325;SABER1120121019397;44;37;42;33;49;48;29;43;;;;;
385;SABER1120121019398;46;62;60;43;46;49;42;37;;;;;
293;SABER1120121019399;48;33;36;34;39;33;33;37;;;;;
335;SABER1120121019400;48;40;42;46;44;47;33;35;;;;;
319;SABER1120121019401;52;47;34;34;39;38;36;39;;;;;
334;SABER1120121019402;39;44;36;30;45;42;37;61;;;;;
327;SABER1120121019403;54;34;42;39;37;44;44;33;;;;;
347;SABER1120121019404;54;34;49;43;46;44;44;33;;;;;
345;SABER1120121019405;46;46;48;38;37;44;43;43;;;;;
294;SABER1120121019406;50;25;36;34;34;44;36;35;;;;;
328;SABER1120121019407;46;37;45;46;39;45;33;37;;;;;
368;SABER1120121019408;63;46;52;50;46;40;36;35;;;;;
307;SABER1120121019409;48;40;45;34;44;36;25;35;;;;;
330;SABER1120121019410;44;37;42;30;40;42;60;35;;;;;
313;SABER1120121019411;38;46;42;36;45;38;33;35;;;;;
363;SABER1120121019412;59;46;45;37;46;49;42;39;;;;;
374;SABER1120121019413;54;43;51;50;46;52;52;26;;;;;
313;SABER1120121019414;46;41;42;46;42;38;18;40;;;;;
335;SABER1120121019415;48;40;48;39;44;45;36;35;;;;;
331;SABER1120121019416;54;29;42;39;49;39;36;43;;;;;
295;SABER1120121019417;39;34;36;39;39;35;42;31;;;;;
408;SABER1120121019418;56;47;53;39;63;50;57;43;;;;;
465;SABER1120121019419;61;63;51;63;66;63;51;47;;;;;
454;SABER1120121019420;63;57;54;43;55;60;62;60;;;;;
490;SABER1120121019421;61;68;62;53;53;68;69;56;;;;;
431;SABER1120121019422;52;57;46;32;55;65;54;70;;;;;
500;SABER1120121019423;65;65;62;66;66;61;62;53;;;;;
436;SABER1120121019424;59;55;57;55;51;55;57;47;;;;;
492;SABER1120121019425;63;62;66;63;63;55;60;60;;;;;
526;SABER1120121019426;66;74;57;69;66;68;69;57;;;;;
429;SABER1120121019427;61;49;44;60;46;55;59;55;;;;;
519;SABER1120121019428;72;71;58;61;57;62;75;63;;;;;
353;SABER1120121019429;50;52;39;36;47;48;46;35;;;;;
349;SABER1120121019430;59;43;44;37;42;39;42;43;;;;;
389;SABER1120121019431;61;51;53;43;47;42;49;43;;;;;
391;SABER1120121019432;52;51;51;47;49;53;48;40;;;;;
327;SABER1120121019433;50;37;45;40;39;41;32;43;;;;;
402;SABER1120121019434;63;57;51;48;46;45;47;45;;;;;
353;SABER1120121019435;50;37;42;46;44;47;42;45;;;;;
351;SABER1120121019436;52;49;47;40;39;45;36;43;;;;;
342;SABER1120121019437;46;46;44;37;46;40;44;39;;;;;
321;SABER1120121019438;46;43;44;35;29;41;36;47;;;;;
359;SABER1120121019439;54;37;48;45;49;45;33;48;;;;;
356;SABER1120121019440;52;46;44;32;46;51;48;37;;;;;
392;SABER1120121019441;52;30;53;55;55;52;50;45;;;;;
426;SABER1120121019442;66;52;62;48;49;61;49;39;;;;;
456;SABER1120121019443;61;51;56;60;54;57;52;65;;;;;
327;SABER1120121019444;52;41;42;32;39;41;45;35;;;;;
331;SABER1120121019445;50;52;38;29;36;47;42;37;;;;;
423;SABER1120121019446;56;44;62;48;56;52;60;45;;;;;
398;SABER1120121019447;50;52;49;46;44;54;55;48;;;;;
339;SABER1120121019448;39;29;42;42;44;51;57;35;;;;;
316;SABER1120121019449;31;40;46;37;46;39;48;29;;;;;
388;SABER1120121019450;46;60;47;41;45;52;46;51;;;;;
247;SABER1120121019451;41;18;28;27;26;38;40;29;;;;;
262;SABER1120121019452;31;34;24;37;44;33;36;23;;;;;
258;SABER1120121019453;36;37;20;26;39;37;32;31;;;;;
339;SABER1120121019454;50;37;44;39;44;40;42;43;;;;;
257;SABER1120121019455;31;37;20;0;33;46;45;45;;;;;
342;SABER1120121019456;44;43;45;47;44;43;39;37;;;;;
384;SABER1120121019457;56;41;55;50;45;48;46;43;;;;;
428;SABER1120121019458;57;62;50;41;58;54;63;43;;;;;
318;SABER1120121019459;41;49;51;35;49;39;28;26;;;;;
295;SABER1120121019460;35;40;36;37;36;43;42;26;;;;;
327;SABER1120121019461;48;43;40;29;58;35;28;46;;;;;
312;SABER1120121019462;48;43;46;41;33;43;32;26;;;;;
325;SABER1120121019463;48;40;49;37;39;42;47;23;;;;;
323;SABER1120121019464;39;46;40;22;51;43;45;37;;;;;
340;SABER1120121019465;48;43;45;37;39;50;36;42;;;;;
329;SABER1120121019466;57;33;46;36;40;44;40;33;;;;;
284;SABER1120121019467;39;37;36;26;44;29;42;31;;;;;
284;SABER1120121019468;48;37;36;23;26;42;33;39;;;;;
268;SABER1120121019469;27;34;34;26;26;43;47;31;;;;;
341;SABER1120121019470;48;25;50;38;49;50;46;35;;;;;
311;SABER1120121019471;50;40;40;39;36;35;36;35;;;;;
277;SABER1120121019472;26;25;31;32;44;45;32;42;;;;;
320;SABER1120121019473;44;33;40;27;40;42;52;42;;;;;
294;SABER1120121019474;46;25;31;43;42;26;42;39;;;;;
333;SABER1120121019475;46;52;36;36;47;42;37;37;;;;;
317;SABER1120121019476;46;41;39;36;46;35;39;35;;;;;
335;SABER1120121019477;46;51;44;36;39;45;39;35;;;;;
295;SABER1120121019478;48;37;33;26;46;36;29;40;;;;;
291;SABER1120121019479;41;51;36;17;36;41;32;37;;;;;
317;SABER1120121019480;38;46;38;37;46;44;42;26;;;;;
308;SABER1120121019481;41;40;40;29;39;38;44;37;;;;;
345;SABER1120121019482;50;41;42;36;49;35;52;40;;;;;
317;SABER1120121019483;48;37;40;36;42;47;32;35;;;;;
286;SABER1120121019484;48;25;28;36;33;37;44;35;;;;;
368;SABER1120121019485;52;43;44;38;54;52;46;39;;;;;
329;SABER1120121019486;44;37;42;34;46;47;42;37;;;;;
317;SABER1120121019487;44;37;36;36;46;45;36;37;;;;;
312;SABER1120121019488;41;40;38;34;44;36;39;40;;;;;
327;SABER1120121019489;50;40;38;39;36;43;44;37;;;;;
346;SABER1120121019490;41;43;40;40;51;43;45;43;;;;;
300;SABER1120121019491;41;43;33;33;37;40;40;33;;;;;
404;SABER1120121019492;50;57;42;47;44;46;62;56;;;;;
340;SABER1120121019493;41;49;49;37;44;41;42;37;;;;;
344;SABER1120121019494;59;33;44;45;51;29;43;40;;;;;
355;SABER1120121019495;56;43;45;37;39;45;51;39;;;;;
363;SABER1120121019496;57;52;51;35;53;37;39;39;;;;;
348;SABER1120121019497;50;46;42;41;49;45;36;39;;;;;
325;SABER1120121019498;38;49;55;39;34;44;29;37;;;;;
341;SABER1120121019499;57;33;42;36;42;47;42;42;;;;;
377;SABER1120121019500;54;46;45;44;49;43;51;45;;;;;
416;SABER1120121019501;48;62;52;43;51;60;57;43;;;;;
491;SABER1120121019502;59;71;62;48;60;54;87;50;;;;;
498;SABER1120121019503;54;78;53;72;63;63;69;46;;;;;
367;SABER1120121019504;59;46;51;35;49;35;42;50;;;;;
317;SABER1120121019505;57;33;44;26;44;41;39;33;;;;;
381;SABER1120121019506;52;49;50;43;54;57;37;39;;;;;
317;SABER1120121019507;54;37;36;26;44;44;39;37;;;;;
322;SABER1120121019508;48;37;39;37;42;42;42;35;;;;;
292;SABER1120121019509;35;43;38;32;39;33;29;43;;;;;
287;SABER1120121019510;27;41;36;29;37;42;42;33;;;;;
318;SABER1120121019511;50;43;42;40;33;39;32;39;;;;;
271;SABER1120121019512;26;40;36;22;33;43;32;39;;;;;
279;SABER1120121019513;41;37;31;22;42;38;29;39;;;;;
307;SABER1120121019514;44;43;38;41;37;33;36;35;;;;;
324;SABER1120121019515;44;43;47;34;39;35;39;43;;;;;
329;SABER1120121019516;52;40;40;43;34;38;42;40;;;;;
331;SABER1120121019517;44;40;40;41;44;40;47;35;;;;;
296;SABER1120121019518;27;46;33;30;47;44;29;40;;;;;
307;SABER1120121019519;44;40;40;30;45;40;29;39;;;;;
300;SABER1120121019520;27;41;31;50;42;44;39;26;;;;;
314;SABER1120121019521;46;30;34;34;42;38;47;43;;;;;
285;SABER1120121019522;46;29;36;29;37;33;29;46;;;;;
347;SABER1120121019523;52;40;52;35;44;43;39;42;;;;;
326;SABER1120121019524;46;37;42;36;40;40;46;39;;;;;
326;SABER1120121019525;54;40;44;38;34;44;43;29;;;;;
345;SABER1120121019526;52;46;45;41;40;44;37;40;;;;;
386;SABER1120121019527;61;52;52;26;39;52;49;55;;;;;
405;SABER1120121019528;61;54;51;46;49;39;63;42;;;;;
317;SABER1120121019529;38;43;38;37;42;48;32;39;;;;;
296;SABER1120121019530;44;30;40;34;44;41;32;31;;;;;
355;SABER1120121019531;48;43;47;37;51;50;39;40;;;;;
279;SABER1120121019532;48;46;36;22;39;42;9;37;;;;;
276;SABER1120121019533;41;40;40;22;21;39;36;37;;;;;
329;SABER1120121019534;41;40;44;29;44;43;51;37;;;;;
283;SABER1120121019535;31;29;38;33;51;42;33;26;;;;;
357;SABER1120121019536;59;43;51;44;42;39;36;43;;;;;
298;SABER1120121019537;50;37;42;32;42;33;33;29;;;;;
299;SABER1120121019538;41;29;36;46;36;39;32;40;;;;;
513;SABER1120121019539;61;99;44;50;53;68;82;56;;;;;
371;SABER1120121019540;46;46;52;41;48;52;44;42;;;;;
400;SABER1120121019541;57;52;52;38;45;59;54;43;;;;;
352;SABER1120121019542;52;37;46;39;37;49;47;45;;;;;
317;SABER1120121019543;48;47;48;18;34;44;36;42;;;;;
349;SABER1120121019544;50;54;40;38;37;48;40;42;;;;;
413;SABER1120121019545;59;51;46;47;53;50;48;59;;;;;
321;SABER1120121019546;50;33;36;37;39;36;42;48;;;;;
424;SABER1120121019547;59;51;50;52;45;47;57;63;;;;;
364;SABER1120121019548;52;43;45;37;42;45;47;53;;;;;
572;SABER1120121019549;61;71;67;87;63;66;69;88;;;;;
397;SABER1120121019550;52;54;54;53;42;40;39;63;;;;;
423;SABER1120121019551;54;62;47;39;44;56;49;72;;;;;
361;SABER1120121019552;54;54;42;39;48;45;42;37;;;;;
427;SABER1120121019553;44;46;56;44;46;55;59;77;;;;;
374;SABER1120121019554;50;41;49;42;44;50;51;47;;;;;
472;SABER1120121019555;61;71;58;46;49;50;60;77;;;;;
402;SABER1120121019556;52;49;51;52;53;51;51;43;;;;;
373;SABER1120121019557;50;55;34;31;53;47;47;56;;;;;
356;SABER1120121019558;56;49;42;32;42;38;47;50;;;;;
455;SABER1120121019559;52;68;60;52;56;48;54;65;;;;;
406;SABER1120121019560;52;65;47;41;51;45;52;53;;;;;
492;SABER1120121019561;61;54;51;55;63;63;49;96;;;;;
426;SABER1120121019562;61;62;42;45;49;52;40;75;;;;;
330;SABER1120121019563;48;43;42;30;37;55;40;35;;;;;
427;SABER1120121019564;48;65;54;49;61;46;62;42;;;;;
386;SABER1120121019565;63;43;50;44;42;51;51;42;;;;;
493;SABER1120121019566;57;71;57;58;62;60;68;60;;;;;
442;SABER1120121019567;50;59;55;52;49;51;54;72;;;;;
448;SABER1120121019568;61;49;49;52;61;66;63;47;;;;;
540;SABER1120121019569;65;79;69;60;74;61;57;75;;;;;
374;SABER1120121019570;50;57;40;44;51;43;42;47;;;;;
450;SABER1120121019571;59;60;57;53;57;56;49;59;;;;;
521;SABER1120121019572;63;83;54;65;55;60;69;72;;;;;
526;SABER1120121019573;63;79;70;55;63;58;63;75;;;;;
526;SABER1120121019574;66;83;58;61;55;54;69;80;;;;;
505;SABER1120121019575;66;65;62;68;57;65;62;60;;;;;
484;SABER1120121019576;63;65;62;54;56;61;48;75;;;;;
469;SABER1120121019577;57;68;58;50;65;54;54;63;;;;;
297;SABER1120121019578;38;37;36;22;44;45;29;46;;;;;
330;SABER1120121019579;48;51;40;22;48;45;39;37;;;;;
463;SABER1120121019580;61;65;55;64;57;62;52;47;;;;;
338;SABER1120121019581;48;37;53;37;46;39;39;39;;;;;
351;SABER1120121019582;44;49;44;41;46;49;36;42;;;;;
410;SABER1120121019583;50;54;53;43;51;55;57;47;;;;;
377;SABER1120121019584;61;43;40;53;42;49;52;37;;;;;
352;SABER1120121019585;54;46;48;33;47;40;49;35;;;;;
348;SABER1120121019586;52;40;49;41;45;47;29;45;;;;;
371;SABER1120121019587;52;57;50;39;51;42;54;26;;;;;
309;SABER1120121019588;57;46;34;34;36;29;36;37;;;;;
307;SABER1120121019589;31;46;36;34;46;38;36;40;;;;;
382;SABER1120121019590;56;49;48;48;44;50;39;48;;;;;
304;SABER1120121019591;44;43;42;26;39;35;42;33;;;;;
382;SABER1120121019592;52;40;50;48;55;45;44;48;;;;;
401;SABER1120121019593;59;54;50;48;46;52;52;40;;;;;
313;SABER1120121019594;48;40;44;30;34;45;33;39;;;;;
339;SABER1120121019595;50;30;49;37;53;49;42;29;;;;;
324;SABER1120121019596;50;40;36;34;42;45;42;35;;;;;
442;SABER1120121019597;50;63;46;55;53;58;62;55;;;;;
460;SABER1120121019598;54;69;51;53;55;58;72;48;;;;;
397;SABER1120121019599;52;57;49;39;48;47;57;48;;;;;
372;SABER1120121019600;52;40;58;43;44;45;42;48;;;;;
358;SABER1120121019601;52;49;47;41;45;48;37;39;;;;;
432;SABER1120121019602;61;59;57;39;48;58;49;61;;;;;
469;SABER1120121019603;61;68;55;64;57;56;71;37;;;;;
468;SABER1120121019604;54;74;57;43;60;56;65;59;;;;;
484;SABER1120121019605;59;68;58;50;49;56;69;75;;;;;
410;SABER1120121019606;59;57;53;48;45;59;52;37;;;;;
446;SABER1120121019607;56;65;58;48;51;55;66;47;;;;;
452;SABER1120121019608;54;83;31;29;46;47;99;63;;;;;
334;SABER1120121019609;46;49;52;39;36;43;36;33;;;;;
409;SABER1120121019610;57;54;47;40;70;45;59;37;;;;;
473;SABER1120121019611;65;54;76;61;60;38;44;75;;;;;
373;SABER1120121019612;52;49;39;49;46;50;59;29;;;;;
435;SABER1120121019613;46;49;56;46;55;62;66;55;;;;;
417;SABER1120121019614;54;57;51;41;61;50;52;51;;;;;
506;SABER1120121019615;68;68;54;61;55;60;60;80;;;;;
341;SABER1120121019616;44;49;39;35;36;46;39;53;;;;;
419;SABER1120121019617;59;49;51;46;51;58;49;56;;;;;
531;SABER1120121019618;56;84;58;55;69;62;77;70;;;;;
503;SABER1120121019619;56;89;60;61;65;54;75;43;;;;;
335;SABER1120121019620;50;33;50;34;44;41;50;33;;;;;
490;SABER1120121019621;66;62;52;66;58;55;59;72;;;;;
499;SABER1120121019622;63;74;56;43;62;54;75;72;;;;;
440;SABER1120121019623;54;57;50;41;60;58;68;52;;;;;
421;SABER1120121019624;50;52;54;50;58;54;57;46;;;;;
437;SABER1120121019625;54;62;54;41;54;57;60;55;;;;;
356;SABER1120121019626;38;46;58;42;42;45;62;23;;;;;
435;SABER1120121019627;54;71;54;39;49;56;69;43;;;;;
440;SABER1120121019628;61;66;62;29;60;62;52;48;;;;;
429;SABER1120121019629;59;60;51;39;53;65;55;47;;;;;
370;SABER1120121019630;39;68;44;26;48;49;54;42;;;;;
340;SABER1120121019631;44;79;25;26;37;40;52;37;;;;;
395;SABER1120121019632;52;62;45;48;53;50;42;43;;;;;
463;SABER1120121019633;59;75;52;48;62;56;59;52;;;;;
465;SABER1120121019634;63;59;62;55;49;55;63;59;;;;;
345;SABER1120121019635;54;44;46;38;49;42;49;23;;;;;
327;SABER1120121019636;39;34;41;36;45;40;52;40;;;;;
395;SABER1120121019637;50;59;52;47;46;53;51;37;;;;;
501;SABER1120121019638;63;62;53;71;70;57;62;63;;;;;
516;SABER1120121019639;56;84;51;65;63;60;60;77;;;;;
344;SABER1120121019640;59;49;36;36;37;47;43;37;;;;;
336;SABER1120121019641;44;33;36;43;47;44;49;40;;;;;
457;SABER1120121019642;57;62;52;52;54;63;66;51;;;;;
369;SABER1120121019643;54;46;51;29;44;45;45;55;;;;;
404;SABER1120121019644;63;49;57;52;49;53;39;42;;;;;
356;SABER1120121019645;46;54;44;32;46;43;51;40;;;;;
388;SABER1120121019646;44;46;50;53;51;47;47;50;;;;;
347;SABER1120121019647;63;46;44;36;36;45;42;35;;;;;
439;SABER1120121019648;61;51;55;48;54;63;52;55;;;;;
333;SABER1120121019649;48;46;50;29;46;40;39;35;;;;;
490;SABER1120121019650;54;62;58;57;66;66;66;61;;;;;
387;SABER1120121019651;54;57;55;39;55;44;44;39;;;;;
391;SABER1120121019652;52;51;50;39;48;62;47;42;;;;;
492;SABER1120121019653;32;117;39;22;69;92;88;33;;;;;
484;SABER1120121019654;57;65;49;57;74;88;54;40;;;;;
405;SABER1120121019655;52;43;58;66;46;41;51;48;;;;;
420;SABER1120121019656;56;51;54;58;51;50;57;43;;;;;
352;SABER1120121019657;50;46;38;43;42;47;43;43;;;;;
415;SABER1120121019658;54;54;52;41;51;52;52;59;;;;;
367;SABER1120121019659;59;43;48;30;45;48;54;40;;;;;
293;SABER1120121019660;44;41;36;32;37;33;33;37;;;;;
340;SABER1120121019661;50;43;42;41;47;47;37;33;;;;;
314;SABER1120121019662;46;37;47;26;42;45;36;35;;;;;
363;SABER1120121019663;48;40;52;40;39;57;39;48;;;;;
554;SABER1120121019664;61;83;66;50;69;70;72;83;;;;;
436;SABER1120121019665;54;68;55;43;53;52;66;45;;;;;
328;SABER1120121019666;41;46;44;39;48;42;25;43;;;;;
366;SABER1120121019667;54;49;45;39;49;49;36;45;;;;;
436;SABER1120121019668;54;54;47;54;44;59;65;59;;;;;
509;SABER1120121019669;71;89;55;50;73;56;52;63;;;;;
455;SABER1120121019670;56;75;58;46;53;52;54;61;;;;;
364;SABER1120121019671;61;43;46;46;53;45;39;31;;;;;
421;SABER1120121019672;59;57;55;48;47;59;46;50;;;;;
436;SABER1120121019673;54;54;58;53;51;47;60;59;;;;;
368;SABER1120121019674;46;49;50;36;45;50;52;40;;;;;
377;SABER1120121019675;44;57;51;39;44;50;42;50;;;;;
343;SABER1120121019676;46;46;42;38;40;44;40;47;;;;;
383;SABER1120121019677;63;57;45;34;46;47;52;39;;;;;
390;SABER1120121019678;59;49;42;45;54;48;43;50;;;;;
501;SABER1120121019679;59;71;64;65;51;56;60;75;;;;;
417;SABER1120121019680;46;68;51;41;55;56;57;43;;;;;
385;SABER1120121019681;46;54;51;50;36;50;55;43;;;;;
352;SABER1120121019682;50;60;44;36;42;40;37;43;;;;;
286;SABER1120121019683;41;29;38;26;36;41;36;39;;;;;
281;SABER1120121019684;38;37;38;31;42;45;24;26;;;;;
442;SABER1120121019685;57;59;57;53;53;49;49;65;;;;;
406;SABER1120121019686;52;59;57;48;42;47;33;68;;;;;
308;SABER1120121019687;41;46;44;31;42;43;32;29;;;;;
442;SABER1120121019688;68;59;58;48;51;48;54;56;;;;;
382;SABER1120121019689;54;43;58;46;42;49;47;43;;;;;
458;SABER1120121019690;59;57;62;53;63;49;63;52;;;;;
324;SABER1120121019691;44;40;45;37;42;38;36;42;;;;;
427;SABER1120121019692;59;49;69;47;49;57;51;46;;;;;
